selectBlock,category,paths,semantic,action,image1,number,image4,image2,image3,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,SemInstr_startAbstime,SemInstr_starttime,startFixtime,startFixAbstime,Img_startAbstime,Img_starttime,key_resp_2.keys,JitDur,startJittime,RespgetAbsTime,Respgettime,key_resp_2.rt,ActInstr_startAbstime,ActInstr_starttime,startJitAbstime,date,frameRate,expName,session,participant,
2,object,trial_images_objects\r_hammer.png,n,v,,107,,hammer,,,,,,0,2,2,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,9,,,,,,,,,,,242.362538674,1412962968,1412962969,242.871715199,3,1.5,245.378090863,1412962970,243.711936032,0.839942527869,,,,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
2,object,trial_images_objects\r_hairbrush.png,n,n,,106,,hairbrush,,,,,,0,2,2,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,246.877654087,1412962973,1412962973,247.387484115,3,1.5,249.876516718,1412962975,249.526562448,2.13880183887,,,,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
2,object,trial_images_objects\r_frypan.png,n,n,,104,,frypan,,,,,,0,2,2,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,1,,,,,,,,,,,251.376109221,1412962977,1412962978,251.88555409,None,0.5,254.374884014,,,,,,,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
2,object,trial_images_objects\r_key.png,n,n,,108,,key,,,,,,0,2,2,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,254.87488009,1412962981,1412962981,255.383269693,None,0.5,257.873683257,,,,,,,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
2,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
2,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,object,trial_images_objects\r_crosscut_saw.png,n,n,,100,,,crosscut_saw,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,8,,,,,1412962987,261.39684356,264.405657262,1412962990,1412962991,264.896651282,None,1.5,267.387300893,,,,,,1412962993,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_goose_canada.png,n,n,,77,,,goose_canada,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,10,,,,,,,268.886798313,1412962995,1412962995,269.39658729,None,0.5,271.885624723,,,,,,1412962998,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_highland_cow.png,n,n,,69,,,highland_cow,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,3,,,,,,,272.385618384,1412962998,1412962999,272.898716536,None,3.5,275.384389857,,,,,,1412963001,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_robin.png,n,n,,62,,,robin,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,0,,,,,,,278.900032298,1412963005,1412963005,279.411683384,None,1.5,281.898833956,,,,,,1412963008,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_bulldog_whiteenglish.png,n,n,,65,,,bulldog_whiteenglish,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,6,,,,,,,283.398464794,1412963009,1412963010,283.909408345,None,2.5,286.397257698,,,,,,1412963012,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,object,trial_images_objects\r_african_sickle.png,f,n,,94,,,african_sickle,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,2,,,,,,,288.896581857,1412963015,1412963015,289.40454223,3,2.5,291.895491879,1412963016,290.562405861,1.1575524237,,,1412963018,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_sheep_blackfaced.png,n,n,,87,,,sheep_blackfaced,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,11,,,,,,,294.394699826,1412963020,1412963021,294.906945254,None,2.5,297.393458319,,,,,,1412963023,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,object,trial_images_objects\r_mop.png,n,n,,93,,,mop,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,5,,,,,,,299.892776139,1412963026,1412963026,300.401478157,None,2.5,302.891566327,,,,,,1412963029,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,object,trial_images_objects\r_screwdriver.png,n,n,,115,,,screwdriver,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,13,,,,,,,305.390892297,1412963031,1412963032,305.900370671,None,1.5,308.389666487,,,,,,1412963034,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_beaver.png,n,n,,63,,,beaver,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,12,,,,,,,309.889341093,1412963036,1412963036,310.402080346,None,1.5,312.888165691,,,,,,1412963039,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_deer_fallow.png,n,n,,71,,,deer_fallow,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,7,,,,,,,314.387764231,1412963040,1412963041,314.897318672,None,2.5,317.386570115,,,,,,1412963043,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_dog_terrier.png,n,n,,68,,,dog_terrier,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,4,,,,,,,319.885867108,1412963046,1412963046,320.396259784,None,0.5,322.884693517,,,,,,1412963049,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,animal,trial_images_animals\r_duck_mallard.png,n,n,,73,,,duck_mallard,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,1,,,,,,,323.384648542,1412963049,1412963050,323.896353357,None,2.5,326.400190769,,,,,,1412963052,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,object,trial_images_objects\r_bottle_cleaner.png,n,n,,98,,,bottle_cleaner,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,9,,,,,,,328.899415016,1412963055,1412963055,329.406441165,None,0.5,331.898193129,,,,,,1412963058,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
3,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_10_1839,60.019095033,semact_fmri_builder,002,zc_020,
