selectBlock,category,paths,semantic,action,image3,number,image2,image1,image4,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,SemInstr_startAbstime,SemInstr_starttime,startFixAbstime,startFixtime,Img_startAbstime,Img_starttime,key_resp_2.keys,JitDur,startJitAbstime,startJittime,RespgetAbsTime,Respgettime,key_resp_2.rt,ActInstr_startAbstime,ActInstr_starttime,date,frameRate,expName,session,participant,
1,animal,trial_images_animals\r_owl_whitebarn.png,n,n,,85,,owl_whitebarn,,,,,,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,12,12,13,,,,,,,,,,,1397147749,269.31846309,1397147749,269.829337252,3,1.5,,272.317233402,1397147751,271.850666926,2.02104534299,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
1,animal,trial_images_animals\r_highland_cow.png,n,n,,69,,highland_cow,,,,,,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,13,13,2,,,,,,,,,,,1397147753,273.816794077,1397147754,274.329848112,None,2.5,,276.832108727,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
1,,,,,,,,,,,,,,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
1,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,animal,trial_images_animals\r_moth.png,n,n,,66,,,moth,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,3,,,,,,,1397147765,285.36325613,1397147765,285.856625205,None,1.5,1397147768,288.344605871,,,,1397147762,282.358693549,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,object,trial_images_objects\r_mop.png,n,n,,93,,,mop,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,0,,,,,,,1397147769,289.844043094,1397147770,290.353448814,None,1.5,1397147772,292.859366497,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,object,trial_images_objects\r_cakeslicer.png,n,n,,92,,,cakeslicer,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,10,,,,,,,1397147774,294.358949206,1397147774,294.867374859,None,0.5,1397147777,297.357630778,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,object,trial_images_objects\r_shisha.png,f,n,,120,,,shisha,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,11,,,,,,,1397147777,297.857618855,1397147778,298.368363529,None,1.5,1397147780,300.856320651,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,animal,trial_images_animals\r_fox2.png,n,n,,74,,,fox2,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,4,4,9,,,,,,,1397147782,302.355883137,1397147782,302.867781434,3,1.5,1397147785,305.354762413,1397147783,303.805090616,0.936996779692,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,animal,trial_images_animals\r_goose_canada.png,n,n,,77,,,goose_canada,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,5,5,7,,,,,,,1397147786,306.854197221,1397147787,307.364463784,None,2.5,1397147789,309.852836235,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,animal,trial_images_animals\r_giraffe.png,f,n,,67,,,giraffe,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,6,6,13,,,,,,,1397147792,312.352073038,1397147792,312.862701201,None,2.5,1397147795,315.350716276,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,animal,trial_images_animals\r_wallaby.png,f,v,,83,,,wallaby,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,7,7,6,,,,,,,1397147797,317.849946137,1397147798,318.360526912,3,2.5,1397147800,320.848698641,1397147799,319.38240895,1.02159227319,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,object,trial_images_objects\r_scoop.png,n,n,,110,,,scoop,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,8,8,8,,,,,,,1397147803,323.347855759,1397147803,323.856983487,3,1.5,1397147806,326.346578683,1397147805,325.446720034,1.58946127073,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,animal,trial_images_animals\r_toad.png,n,v,,75,,,toad,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,9,9,5,,,,,,,1397147807,327.846101628,1397147808,328.358228719,3,2.5,1397147810,330.844845983,1397147809,329.745100341,1.38658940422,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,object,trial_images_objects\r_scissors.png,n,n,,114,,,scissors,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,10,10,4,,,,,,,1397147813,333.344033586,1397147813,333.852333675,None,1.5,1397147816,336.359312317,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,object,trial_images_objects\r_chopsticks.png,f,n,,96,,,chopsticks,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,11,11,1,,,,,,,1397147817,337.858931548,1397147818,338.368507505,3,3.5,1397147820,340.857699446,1397147819,339.358064821,0.989282944923,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,object,trial_images_objects\r_garden clippers.png,n,n,,105,,,garden_clippers,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,12,12,12,,,,,,,1397147824,344.356462062,1397147824,344.866089935,3,2.5,1397147827,347.355183175,1397147826,346.538636906,1.6722722988,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,object,trial_images_objects\r_handbell.png,n,v,,91,,,handbell,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,13,13,2,,,,,,,1397147829,349.854343915,1397147830,350.368125077,None,2.5,1397147832,352.853001944,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
4,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Apr_10_1731,60.0262895181,semact_fmri_builder,002,dm,
