selectBlock,category,paths,semantic,action,image1,number,image4,image3,image2,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,SemInstr_startAbstime,SemInstr_starttime,startFixtime,startFixAbstime,Img_startAbstime,Img_starttime,key_resp_2.keys,JitDur,startJittime,RespgetAbsTime,Respgettime,key_resp_2.rt,ActInstr_startAbstime,ActInstr_starttime,startJitAbstime,date,frameRate,expName,session,participant
1,animal,trial_images_animals\r_bug_common.png,n,n,bug_common,3,,,,,,,,0,0,0,0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.229394,1409136382,1409136383,1043.742464,4,2.5,1046.228121,1409136384,1044.945188,1.202451716,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
1,animal,trial_images_animals\r_goat.png,n,n,goat1,16,,,,,,,,0,0,0,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.743941,1409136388,1409136388,1049.25819,None,2.5,1051.742633,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
1,object,trial_images_objects\r_pepper_mill.png,n,n,peppemill,35,,,,,,,,0,0,0,0,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.24185,1409136393,1409136394,1054.751249,None,0.5,1057.240531,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
1,object,trial_images_objects\r_iron.png,n,n,iron,39,,,,,,,,0,0,0,0,0,0,0,0,0,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.740487,1409136397,1409136397,1058.250509,None,2.5,1060.739211,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
1,animal,trial_images_animals\r_cricket_green.png,n,v,cricket_green,10,,,,,,,,0,0,0,0,0,0,0,0,0,13,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.238421,1409136402,1409136403,1063.75261,None,0.5,1066.237103,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
1,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_broom.png,n,n,,33,broom,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,1072.768314,1409136412,1409136412,1073.257601,None,2.5,1075.750369,,,,1409136409,1069.763218,1409136415,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,animal,trial_images_animals\r_duck_white.png,n,n,,13,duck_white,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,12,,,,,,,,,,,,,,,1078.249459,1409136417,1409136418,1078.761282,None,3.5,1081.264786,,,,,,1409136420,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_maracas.png,f,v,,60,maracas,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,1084.763641,1409136424,1409136424,1085.275135,4,1.5,1087.76249,1409136426,1086.712735,1.437235495,,,1409136427,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,animal,trial_images_animals\r_deer_roe.png,n,n,,11,deer_roe,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,,,,1089.261943,1409136428,1409136429,1089.771152,None,0.5,1092.260618,,,,,,1409136431,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_kettle.png,n,n,,49,kettle,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,11,,,,,,,,,,,,,,,1092.760583,1409136432,1409136432,1093.269298,4,2.5,1095.759356,1409136434,1095.276029,2.0064512,,,1409136435,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,animal,trial_images_animals\r_camel.png,f,n,,7,camel,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,10,,,,,,,,,,,,,,,1098.258515,1409136437,1409136438,1098.771174,None,2.5,1101.257157,,,,,,1409136440,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_compass.png,n,n,,37,compass,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,1103.756413,1409136443,1409136443,1104.262845,None,2.5,1106.755066,,,,,,1409136446,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,animal,trial_images_animals\r_ostrich.png,f,n,,24,ostrich,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,2,,,,,,,,,,,,,,,1109.254304,1409136448,1409136449,1109.767274,None,1.5,1112.252986,,,,,,1409136451,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,animal,trial_images_animals\r_owl.png,n,n,,25,owl2,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,9,,,,,,,,,,,,,,,1113.752625,1409136453,1409136453,1114.265294,4,1.5,1116.751313,1409136455,1115.818186,1.55261578,,,1409136456,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_lipstick.png,n,n,,48,lipstick,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,1118.250933,1409136457,1409136458,1118.757655,None,1.5,1121.249576,,,,,,1409136460,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_pitchfork.png,n,n,,52,pitchfork,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,7,,,,,,,,,,,,,,,1122.749189,1409136462,1409136462,1123.257769,None,2.5,1125.764517,,,,,,1409136465,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_chi_instrument.png,f,n,,31,chi_instrument,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,13,,,,,,,,,,,,,,,1128.263761,1409136467,1409136468,1128.772507,None,1.5,1131.262445,,,,,,1409136470,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_wok.png,f,n,,44,wok,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,8,,,,,,,,,,,,,,,1132.762056,1409136472,1409136472,1133.271229,None,2.5,1135.76071,,,,,,1409136475,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,object,trial_images_objects\r_corkscrew.png,n,n,,41,corkscrew,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,6,,,,,,,,,,,,,,,1138.259959,1409136477,1409136478,1138.76716,4,0.5,1141.258748,1409136479,1139.842383,1.074955924,,,1409136480,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
4,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,animal,trial_images_animals\r_cat_wild.png,n,n,,8,,cat_wild,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,7,,,,,,,,,1409136484,1144.76989,1147.790401,1409136487,1409136487,1148.283044,None,2.5,1150.771801,,,,,,1409136490,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,object,trial_images_objects\r_rasp.png,n,n,,47,,rasp,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,10,,,,,,,,,,,1153.270872,1409136492,1409136493,1153.779334,None,1.5,1156.269573,,,,,,1409136495,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,object,trial_images_objects\r_pen.png,n,n,,51,,pen1,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,8,,,,,,,,,,,1157.769216,1409136497,1409136497,1158.277845,None,2.5,1160.767836,,,,,,1409136500,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,object,trial_images_objects\r_paintbrush.png,n,v,,58,,paintbrush,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,11,,,,,,,,,,,1163.267113,1409136502,1409136503,1163.776262,None,1.5,1166.265745,,,,,,1409136505,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,object,trial_images_objects\r_knife_table.png,n,n,,42,,knife_table,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,4,4,9,,,,,,,,,,,1167.76537,1409136507,1409136507,1168.273713,None,3.5,1170.764025,,,,,,1409136510,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,object,trial_images_objects\r_spanner.png,n,n,,55,,spanner,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,5,5,0,,,,,,,,,,,1174.262915,1409136513,1409136514,1174.770007,None,3.5,1177.261546,,,,,,1409136516,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,animal,trial_images_animals\r_seal_grey.png,n,n,,26,,seal_grey,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,6,6,12,,,,,,,,,,,1180.760425,1409136520,1409136520,1181.271789,4,0.5,1183.759185,1409136521,1182.226297,0.954178158,,,1409136523,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,animal,trial_images_animals\r_cow_dairy.png,n,n,,9,,cow_dairy,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,7,7,2,,,,,,,,,,,1184.259061,1409136523,1409136524,1184.771778,None,1.5,1187.257731,,,,,,1409136526,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,animal,trial_images_animals\r_rabbit.png,n,v,,18,,rabbit,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,8,8,5,,,,,,,,,,,1188.774018,1409136528,1409136528,1189.284196,None,0.5,1191.772706,,,,,,1409136531,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,object,trial_images_objects\r_pizza_slicer.png,n,n,,57,,pizza_slicer,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,9,9,4,,,,,,,,,,,1192.272675,1409136531,1409136532,1192.780071,None,3.5,1195.271349,,,,,,1409136534,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,animal,trial_images_animals\r_sheep.png,n,n,,27,,sheep1,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,10,10,13,,,,,,,,,,,1198.770255,1409136538,1409136538,1199.286742,None,0.5,1201.768874,,,,,,1409136541,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,object,trial_images_objects\r_cleaningbrush.png,n,n,,46,,cleaningbrush,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,11,11,1,,,,,,,,,,,1202.268885,1409136541,1409136542,1202.778958,None,0.5,1205.267567,,,,,,1409136544,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,animal,trial_images_animals\r_seagull_herring.png,n,n,,17,,seagull_herring,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,12,12,3,,,,,,,,,,,1205.76751,1409136545,1409136545,1206.280467,None,1.5,1208.766204,,,,,,1409136548,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,animal,trial_images_animals\r_horse.png,n,n,,21,,horse,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,13,13,6,,,,,,,,,,,1210.265807,1409136549,1409136550,1210.778701,None,2.5,1213.264506,,,,,,1409136552,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
3,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,animal,trial_images_animals\r_mole.png,n,n,,20,,,mole,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,1221.794582,1409136561,1409136561,1222.289645,None,1.5,1224.776805,,,,1409136558,1218.774833,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,animal,trial_images_animals\r_badger.png,n,n,,1,,,badger1,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,1226.276303,1409136565,1409136566,1226.788323,None,1.5,1229.274954,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,animal,trial_images_animals\r_bat.png,n,n,,2,,,bat,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,1230.774548,1409136570,1409136570,1231.284426,4,2.5,1233.773357,1409136571,1232.140606,0.855872288,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,animal,trial_images_animals\r_squirrel_red.png,n,v,,22,,,squirrel_red,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,1236.272481,1409136575,1409136576,1236.784678,4,3.5,1239.271258,1409136577,1238.404799,1.619847046,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,animal,trial_images_animals\r_swan_bewick.png,n,n,,30,,,swan_bewick,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,1242.770018,1409136582,1409136582,1243.282518,None,1.5,1245.768718,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,object,trial_images_objects\r_pruning_shear.png,n,n,,45,,,pruning_shear,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,1247.268282,1409136586,1409136587,1247.777717,None,1.5,1250.28363,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,object,trial_images_objects\r_pasta_spoon.png,n,n,,50,,,pasta_spoon,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,3,,,,,,,1251.783291,1409136591,1409136591,1252.294344,4,1.5,1254.782014,1409136593,1253.948894,1.654284435,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,animal,trial_images_animals\r_kangaroo_red.png,f,v,,23,,,kangaroo_red,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,10,,,,,,,1256.281526,1409136595,1409136596,1256.794154,4,3.5,1259.28038,1409136596,1257.597498,0.803083102,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,animal,trial_images_animals\r_dragonfly.png,n,n,,12,,,dragonfly,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,12,,,,,,,1262.779091,1409136602,1409136602,1263.292847,4,3.5,1265.777848,1409136604,1264.844801,1.551671025,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,object,trial_images_objects\r_nail_file.png,n,n,,53,,,nail_file,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,1269.276572,1409136608,1409136609,1269.785069,None,1.5,1272.275273,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,object,trial_images_objects\r_toothbrush.png,n,n,,38,,,toothbrush,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,10,10,13,,,,,,,1273.774854,1409136613,1409136613,1274.284831,None,1.5,1276.773573,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,object,trial_images_objects\r_spatula.png,n,n,,32,,,spatula,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,11,11,7,,,,,,,1278.273176,1409136617,1409136618,1278.781067,4,3.5,1281.271927,1409136619,1279.772395,0.991055008,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,animal,trial_images_animals\r_bulldog_english.png,n,n,,5,,,bulldog_english,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,12,12,8,,,,,,,1284.770673,1409136624,1409136624,1285.283843,None,1.5,1287.76936,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,object,trial_images_objects\r_colander.png,n,n,,36,,,colander,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,13,13,11,,,,,,,1289.268994,1409136628,1409136629,1289.778614,None,0.5,1292.267706,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
2,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_27_1145,60.02197587,semact_fmri_builder,1,ls016
