selectBlock,category,paths,semantic,action,image2,number,image1,image3,image4,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,ActInstr_startAbstime,ActInstr_starttime,startFixtime,startFixAbstime,Img_startAbstime,Img_starttime,RespgetAbsTime,Respgettime,key_resp_2.keys,key_resp_2.rt,JitDur,startJittime,SemInstr_startAbstime,SemInstr_starttime,startJitAbstime,date,frameRate,expName,session,participant
2,object,trial_images_objects\r_screwdriver.png,n,n,screwdriver,115,,,,,,,,0,0,0,1,,,,,0,0,0,0,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1888666,1395085331,1395085332,105.6979476,,,None,,2,108.1876046,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
2,object,trial_images_objects\r_chopsticks.png,f,n,chopsticks,96,,,,,,,,0,0,0,1,,,,,0,0,0,0,0,14,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1870589,1395085336,1395085337,110.696058,,,None,,1,113.1857712,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
2,,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
2,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_hairbrush.png,n,n,,106,hairbrush,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,122.2172049,1395085348,1395085349,122.7112559,,,None,,1,125.1982298,1395085344,118.1973596,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,animal,trial_images_animals\r_owl_whitebarn.png,n,n,,85,owl_whitebarn,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,126.1979062,1395085352,1395085353,126.7102227,,,None,,2,129.1966385,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,animal,trial_images_animals\r_hedgehog.png,n,n,,80,hedgehog,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,131.1960761,1395085357,1395085358,131.7087101,,,None,,2,134.1948184,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_scissors.png,n,n,,114,scissors,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,136.1942892,1395085362,1395085363,136.702276,,,None,,1,139.2096718,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_african_sickle.png,f,n,,94,african_sickle,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,140.209466,1395085366,1395085367,140.7173592,1395085368,141.5754988,3,0.857823257,1,143.2083355,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_stapler.png,n,n,,97,stapler,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,12,,,,,,,,,,,,,,,144.2080156,1395085370,1395085371,144.7180767,,,None,,1,147.2067844,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,animal,trial_images_animals\r_grasshopper_common.png,n,v,,70,grasshopper_common,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,148.2065667,1395085374,1395085375,148.7154518,,,None,,4,151.2053204,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_squeezer.png,n,n,,101,squeezer,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,11,,,,,,,,,,,,,,,155.2040472,1395085381,1395085382,155.7147573,,,None,,1,158.202788,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,animal,trial_images_animals\r_fox2.png,n,n,,74,fox2,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,10,,,,,,,,,,,,,,,159.2025794,1395085385,1395085386,159.7136405,,,None,,1,162.2012875,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_potatomasher.png,n,v,,118,potatomasher,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,163.2011215,1395085389,1395085390,163.7085239,,,None,,4,166.1998688,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,animal,trial_images_animals\r_penguin.png,f,n,,84,penguin,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,10,10,14,,,,,,,,,,,,,,,170.1986077,1395085396,1395085397,170.707746,1395085398,171.581293,3,0.87327315,2,173.1974031,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,animal,trial_images_animals\r_pony.png,n,n,,81,pony,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,11,11,3,,,,,,,,,,,,,,,175.1968054,1395085401,1395085402,175.7090708,,,None,,2,178.1955078,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_cakeslicer.png,n,n,,92,cakeslicer,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,180.1949874,1395085406,1395085407,180.7029274,,,None,,4,183.1937027,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_teapot.png,n,n,,109,teapot,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,187.2091019,1395085413,1395085414,187.7204694,,,None,,1,190.2078233,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,object,trial_images_objects\r_rake.png,n,n,,112,rake,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,14,14,0,,,,,,,,,,,,,,,191.2076259,1395085417,1395085418,191.7161427,,,None,,4,194.2063859,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
1,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
