selectBlock,category,paths,semantic,action,image1,number,image2,image4,image3,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,SemInstr_startAbstime,SemInstr_starttime,startFixtime,startFixAbstime,Img_startAbstime,Img_starttime,key_resp_2.keys,JitDur,startJittime,RespgetAbsTime,Respgettime,key_resp_2.rt,ActInstr_startAbstime,ActInstr_starttime,startJitAbstime,date,frameRate,expName,session,participant,
1,animal,trial_images_animals\r_badger2.png,n,n,badger2,61,,,,,,,,0,0,0,0,0,0,0,0,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3196881292,1407170364,1407170365,81.8326232829,None,2.5,84.318503672,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
1,animal,trial_images_animals\r_robin.png,n,n,robin,62,,,,,,,,0,0,0,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.817775913,1407170370,1407170370,87.3322993984,None,0.5,89.8165715338,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
1,object,trial_images_objects\r_hammer.png,n,v,hammer,107,,,,,,,,0,0,0,0,0,0,0,0,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3165573469,1407170373,1407170374,90.826596859,None,1.5,93.3153499491,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
1,object,trial_images_objects\r_chopsticks.png,f,n,chopsticks,96,,,,,,,,0,0,0,0,0,0,0,0,0,12,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8150209333,1407170378,1407170378,95.3223169359,3,1.5,97.8138778295,1407170380,96.9474869526,1.62490227625,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
1,object,trial_images_objects\r_pencil.png,n,n,pencil,111,,,,,,,,0,0,0,0,0,0,0,0,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3134627865,1407170382,1407170383,99.8220217271,None,2.5,102.312253578,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
1,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,object,trial_images_objects\r_pincer.png,n,n,,119,pincer,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,110.860304989,1407170394,1407170394,111.352992082,None,2.5,113.841757548,,,,1407170391,107.848450154,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,object,trial_images_objects\r_shisha.png,f,n,,120,shisha,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,116.340922633,1407170399,1407170400,116.851315611,None,1.5,119.356397246,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,object,trial_images_objects\r_whisk.png,n,n,,116,whisk,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,12,,,,,,,,,,,,,,,120.856057665,1407170404,1407170404,121.366959561,None,1.5,123.854828534,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,animal,trial_images_animals\r_goat2.png,n,n,,76,goat2,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,125.354477785,1407170408,1407170409,125.864674863,None,0.5,128.353262238,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,object,trial_images_objects\r_rake.png,n,n,,112,rake,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,4,4,13,,,,,,,,,,,,,,,128.853238693,1407170412,1407170412,129.361387421,None,2.5,131.85203854,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,animal,trial_images_animals\r_penguin.png,f,n,,84,penguin,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,134.351417334,1407170417,1407170418,134.860373207,None,1.5,137.350139907,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,object,trial_images_objects\r_teapot.png,n,n,,109,teapot,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,6,6,11,,,,,,,,,,,,,,,138.849784329,1407170422,1407170422,139.361277246,None,2.5,141.848614058,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,animal,trial_images_animals\r_hare.png,n,v,,78,hare,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,7,7,9,,,,,,,,,,,,,,,144.347922219,1407170427,1407170428,144.857927623,3,2.5,147.346849447,1407170429,145.647336028,0.789091765246,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,object,trial_images_objects\r_hairbrush.png,n,n,,106,hairbrush,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,8,8,3,,,,,,,,,,,,,,,149.846020266,1407170433,1407170433,150.355255048,None,1.5,152.844804115,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,animal,trial_images_animals\r_otter.png,n,n,,86,otter,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,154.344434349,1407170437,1407170438,154.871234957,None,3.5,157.343253212,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,animal,trial_images_animals\r_ladybird.png,n,n,,72,ladybird,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,10,10,2,,,,,,,,,,,,,,,160.842205191,1407170444,1407170444,161.39205321,None,2.5,163.841004132,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,object,trial_images_objects\r_computer_mouse.png,n,n,,99,computer_mouse,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,11,11,7,,,,,,,,,,,,,,,166.35698555,1407170449,1407170450,166.865933877,None,0.5,169.355768795,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,object,trial_images_objects\r_screwdriver.png,n,n,,115,screwdriver,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,169.855752194,1407170453,1407170453,170.365398094,None,1.5,172.854559285,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,animal,trial_images_animals\r_moth.png,n,n,,66,moth,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,0,13,13,4,,,,,,,,,,,,,,,174.354190123,1407170457,1407170458,174.864532994,None,1.5,177.353042189,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
2,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_koala.png,f,n,,88,,koala,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,10,,,,,,,,,,,184.884021298,1407170468,1407170468,185.380059223,3,3.5,187.866404762,1407170470,186.833103525,1.45268208312,1407170465,181.878446441,1407170471,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_polecat.png,n,n,,89,,polecat,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,2,,,,,,,,,,,191.365141824,1407170474,1407170475,191.875805561,None,1.5,194.363889149,,,,,,1407170477,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_bulldog_whiteenglish.png,n,n,,65,,bulldog_whiteenglish,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,2,2,3,,,,,,,,,,,195.863551077,1407170479,1407170479,196.375738248,None,3.5,198.862317721,,,,,,1407170482,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_swan2.png,n,n,,90,,swan2,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,5,,,,,,,,,,,202.377984612,1407170485,1407170486,202.890262337,None,1.5,205.376761216,,,,,,1407170488,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_toad.png,n,v,,75,,toad,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,206.87639628,1407170490,1407170490,207.38767911,3,0.5,209.875274909,1407170491,208.342275522,0.954334105062,,,1407170493,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_jerboas.png,f,v,,82,,jerboas,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,5,5,11,,,,,,,,,,,210.375196429,1407170493,1407170494,210.8868777,None,0.5,213.373964581,,,,,,1407170496,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,object,trial_images_objects\r_stapler.png,n,n,,97,,stapler,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,6,6,0,,,,,,,,,,,213.873990842,1407170497,1407170497,214.383170385,3,0.5,216.872848644,1407170499,215.756384266,1.3729509706,,,1407170500,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_grasshopper_common.png,n,v,,70,,grasshopper_common,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,7,7,13,,,,,,,,,,,217.37275658,1407170500,1407170501,217.880782152,3,1.5,220.37166147,1407170502,218.9052881,1.02424424449,,,1407170503,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_beaver.png,n,n,,63,,beaver,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,8,8,9,,,,,,,,,,,221.871243107,1407170505,1407170505,222.383570335,None,0.5,224.870029672,,,,,,1407170508,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,object,trial_images_objects\r_cutteknife.png,n,n,,102,,cutterknife,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,9,9,1,,,,,,,,,,,225.370021824,1407170508,1407170509,225.878262313,None,3.5,228.368828613,,,,,,1407170511,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_fox2.png,n,n,,74,,fox2,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,10,10,7,,,,,,,,,,,231.867797193,1407170515,1407170515,232.378527639,None,3.5,234.866560516,,,,,,1407170518,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_crow.png,n,n,,64,,crow,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,11,11,6,,,,,,,,,,,238.365539058,1407170521,1407170522,238.876454537,3,3.5,241.36438056,1407170523,240.147943047,1.27121443082,,,1407170524,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,object,trial_images_objects\r_tin_opener.png,n,n,,95,,tin_opener,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,12,12,8,,,,,,,,,,,244.863274885,1407170528,1407170528,245.374438485,None,2.5,247.878726558,,,,,,1407170531,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,animal,trial_images_animals\r_pony.png,n,n,,81,,pony,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,13,13,12,,,,,,,,,,,250.378071243,1407170533,1407170534,250.889460625,None,1.5,253.376810417,,,,,,1407170536,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
4,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_paint_roller.png,n,v,,117,,,paint_roller,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,5,,,,,1407170541,257.889765493,260.908442729,1407170544,1407170544,261.400216728,None,0.5,263.890014519,,,,,,1407170547,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_handbell.png,n,v,,91,,,handbell,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,4,,,,,,,264.389837333,1407170547,1407170548,264.901807776,None,2.5,267.388643217,,,,,,1407170550,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_nailclipper.png,n,n,,113,,,nailclipper,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,12,,,,,,,269.887974922,1407170553,1407170553,270.395158637,None,1.5,272.886780504,,,,,,1407170556,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,animal,trial_images_animals\r_deer_fallow.png,n,n,,71,,,deer_fallow,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,0,,,,,,,274.386479862,1407170557,1407170558,274.896172549,None,1.5,277.385168326,,,,,,1407170560,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_potatomasher.png,n,v,,118,,,potatomasher,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,10,,,,,,,278.884846555,1407170562,1407170562,279.392252129,None,1.5,281.883639157,,,,,,1407170565,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,animal,trial_images_animals\r_vole.png,n,n,,79,,,vole,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,11,,,,,,,283.383279956,1407170566,1407170567,283.894521735,None,1.5,286.38209067,,,,,,1407170569,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,animal,trial_images_animals\r_goose_canada.png,n,n,,77,,,goose_canada,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,1,,,,,,,287.8817366,1407170571,1407170571,288.393827179,None,1.5,290.880536447,,,,,,1407170574,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_frypan.png,n,n,,104,,,frypan,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,8,,,,,,,292.380195357,1407170575,1407170576,292.889287062,None,1.5,295.378957472,,,,,,1407170578,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,animal,trial_images_animals\r_duck_mallard.png,n,n,,73,,,duck_mallard,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,13,,,,,,,296.878606723,1407170580,1407170580,297.390347157,None,1.5,299.877432831,,,,,,1407170583,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_scissors.png,n,n,,114,,,scissors,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,7,,,,,,,301.377159657,1407170584,1407170585,301.88486859,None,1.5,304.375864723,,,,,,1407170587,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_tweezers.png,n,n,,103,,,tweezers,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,3,,,,,,,305.89218874,1407170589,1407170589,306.401320289,None,1.5,308.890954478,,,,,,1407170592,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_squeezer.png,n,n,,101,,,squeezer,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,6,,,,,,,310.390610672,1407170593,1407170594,310.902033861,None,2.5,313.389406594,,,,,,1407170596,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_african_sickle.png,f,n,,94,,,african_sickle,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,2,,,,,,,315.88873015,1407170599,1407170599,316.3981883,None,1.5,318.887512187,,,,,,1407170602,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,object,trial_images_objects\r_mop.png,n,n,,93,,,mop,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,9,,,,,,,320.387181058,1407170603,1407170604,320.896143874,None,1.5,323.385948607,,,,,,1407170606,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
3,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Aug_04_1738,60.0137674924,semact_fmri_builder,002,es013,
