selectBlock,category,paths,semantic,action,number,image4,image2,image3,image1,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,ActInstr_startAbstime,ActInstr_starttime,startFixAbstime,startFixtime,Img_startAbstime,Img_starttime,key_resp_2.keys,JitDur,startJitAbstime,startJittime,RespgetAbsTime,Respgettime,key_resp_2.rt,SemInstr_startAbstime,SemInstr_starttime,date,frameRate,expName,session,participant,
,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408033359,43.5839778228,111.198254853,1408033426,,,,,,,,,,,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,animal,trial_images_animals\r_hedgehog.png,n,n,80,hedgehog,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,1408033426,111.233561669,1408033429,114.246324282,1408033430,114.744349913,None,2.5,1408033432,117.228462299,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,animal,trial_images_animals\r_penguin.png,f,n,84,penguin,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,1,1,12,,,,,,,,,,,,,,,,,,,1408033435,119.727568837,1408033435,120.235640174,None,1.5,1408033438,122.726273318,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,object,trial_images_objects\r_frypan.png,n,n,104,frypan,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,1408033439,124.225931026,1408033440,124.734828513,None,0.5,1408033442,127.224669314,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,object,trial_images_objects\r_tweezers.png,n,n,103,tweezers,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,1408033443,127.724623735,1408033443,128.232638023,None,3.5,1408033446,130.723398848,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,object,trial_images_objects\r_scissors.png,n,n,114,scissors,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,4,4,10,,,,,,,,,,,,,,,,,,,1408033449,134.22234239,1408033450,134.728847453,None,2.5,1408033452,137.221050795,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,object,trial_images_objects\r_paint_roller.png,n,v,117,paint_roller,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,5,5,3,,,,,,,,,,,,,,,,,,,1408033455,139.720326971,1408033455,140.228920801,3,0.5,1408033458,142.719174828,1408033457,141.985946094,1.7567077518,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,object,trial_images_objects\r_mop.png,n,n,93,mop,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,1408033458,143.219046846,1408033459,143.72680366,None,2.5,1408033461,146.217818638,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,object,trial_images_objects\r_key.png,n,n,108,key,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,1408033464,148.733768131,1408033464,149.240874167,None,2.5,1408033467,151.732493138,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
4,object,trial_images_objects\r_pincer.png,n,n,119,pincer,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,1408033469,154.231795574,1408033470,154.739677352,None,0.5,1408033472,157.230520882,,,,,,2014_Aug_14_1722,60.0251844443,semact_fmri_builder,002,ph_016,
