selectBlock,category,paths,semantic,action,number,image4,image3,image1,image2,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,ActInstr_startAbstime,ActInstr_starttime,startFixAbstime,startFixtime,Img_startAbstime,Img_starttime,key_resp_2.keys,JitDur,startJitAbstime,startJittime,RespgetAbsTime,Respgettime,key_resp_2.rt,SemInstr_startAbstime,SemInstr_starttime,date,frameRate,expName,session,participant
,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408032971,14.89732348,55.64202836,1408033012,,,,,,,,,,,,,,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,object,trial_images_objects\r_pliers.png,n,n,59,pliers,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,1408033012,55.67832553,1408033015,58.68653391,1408033016,59.18385533,None,1.5,1408033018,61.6683408,,,,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,animal,trial_images_animals\r_frog.png,n,v,15,frog,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,1,1,9,,,,,,,,,,,,,,,,,,,1408033020,63.16781861,1408033020,63.67697055,3,1.5,1408033023,66.16664896,1408033021,64.50039632,0.823127851,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,animal,trial_images_animals\r_butterfly.png,n,n,6,butterfly,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,1408033024,67.66620072,1408033025,68.17904483,3,0.5,1408033027,70.66499998,1408033025,68.84876567,0.669461249,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,object,trial_images_objects\r_pruning_shear.png,n,n,45,pruning_shear,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,3,3,11,,,,,,,,,,,,,,,,,,,1408033028,71.16486988,1408033028,71.67307675,None,2.5,1408033031,74.16366069,,,,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,animal,trial_images_animals\r_deer_roe.png,n,n,11,deer_roe,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,4,4,7,,,,,,,,,,,,,,,,,,,1408033033,76.66295166,1408033034,77.17199343,None,2.5,1408033036,79.66168602,,,,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,object,trial_images_objects\r_rolling_pin.png,n,n,56,rolling_pin,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,5,5,10,,,,,,,,,,,,,,,,,,,1408033039,82.17760835,1408033039,82.68941743,None,2.5,1408033042,85.17632822,,,,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,object,trial_images_objects\r_pen.png,n,n,51,pen1,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,6,6,12,,,,,,,,,,,,,,,,,,,1408033044,87.67564515,1408033045,88.1833917,None,2.5,1408033047,90.67434269,,,,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,object,trial_images_objects\r_maracas.png,f,v,60,maracas,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,7,7,0,,,,,,,,,,,,,,,,,,,1408033050,93.17365086,1408033050,93.68342913,3,2.5,1408033053,96.17248815,1408033051,94.67277792,0.989086188,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
4,object,trial_images_objects\r_kettle.png,n,n,49,kettle,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,1408033055,98.67166019,1408033056,99.18072882,None,2.5,1408033058,101.6703807,,,,,,2014_Aug_14_1716,60.0130063,semact_fmri_builder,1,ph_016
